,employer,union,city,county,start_date,end_date,employer_type,union_type,contract_pdf_link
79,Allenhurst Boro-Monmouth,PBA Loc 57,Allenhurst Boro,Monmouth,01/01/2005,12/31/2008,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/15e99ac406d7f16685256fcc006be461/$FILE/Allenhurst%20Boro%20and%20PBA%20Loc%2057%202005.pdf
80,Allenhurst Boro-Monmouth,PBA Loc 57,Allenhurst Boro,Monmouth,01/01/1991,12/31/1992,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fb0320be53e144e0852576fc006098f2/$FILE/ATTFG6RY/Allenhurst%20Boro%20and%20PBA%20Loc%2057%201991.pdf
81,Allenhurst Boro-Monmouth,PBA Loc 57,Allenhurst Boro,Monmouth,01/01/1989,12/31/1990,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8639bf23b2c6ead3852576fc0060bae4/$FILE/ATTAEP5R/Allenhurst%20Boro%20and%20PBA%20Loc%2057%201989.pdf
82,Allenhurst Boro-Monmouth,PBA Loc 57,Allenhurst Boro,Monmouth,01/01/1979,12/31/1979,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1b62fed8b20bdacc852574630074078b/$FILE/ATTOYVLN/Allenhurst%20Boro%20and%20PBA%20Loc%2057%201979.pdf
83,Allentown Boro-Monmouth,FOP Lodge 114,Allentown Boro,Monmouth,01/01/2018,12/31/2021,Municipal,"Corporals, Lieutenants, Police Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/dee39ddd4ff70b3c85258480006e5cd3/$FILE/Allentown%20and%20FOP%20Lodge%20114%202018.pdf
84,Allentown Boro-Monmouth,FOP Lodge 114,Allentown Boro,Monmouth,01/01/2015,12/31/2017,Municipal,"Corporals, Lieutenants, Police Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/721a58d2a061545d85257f76006f2e7c/$FILE/Allentown%20Boro%20and%20FOP%20Lodge%20114%202015.pdf
85,Allentown Boro-Monmouth,FOP Lodge 114,Allentown Boro,Monmouth,01/01/2012,12/31/2014,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1a76d64b22da25a485257a6100666564/$FILE/Allentown%20Boro%20and%20FOP%20lodge%20114%202012.pdf
86,Allentown Boro-Monmouth,FOP Lodge 114,Allentown Boro,Monmouth,01/01/2004,12/31/2006,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7c3fc5add3d695f785257015004fac01/$FILE/Allentown%20Boro%20and%20FOP%20Lodge%20114%202004.pdf
87,Allentown Boro-Monmouth,FOP Lodge 114,Allentown Boro,Monmouth,01/01/1991,12/31/1993,Municipal,"Other, Police Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5d1e6283771eb37c85257599005b9c91/$FILE/ATT2VKH9/Allentown%20Boro%20and%20%20FOP%20Lodge%20114%201991.pdf
88,Alpha Boro-Warren,AFSCME Co 73,Alpha Boro,Warren,01/01/2012,12/31/2015,Municipal,"Laborers, Public Works Repairer, Senior Public Works Repairer",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c4e628a5bf357cb685257edd0061e836/$FILE/Alpha%20Boro%20and%20AFSCME%20Co%2073%202012.pdf
89,Alpha Boro-Warren,AFSCME Co 73,Alpha Boro,Warren,01/01/2010,12/31/2011,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/6c3eec02ee56951e852578d50059a72f/$FILE/Alpha%20and%20AFSCME%20Co%2073%202010.pdf
90,Alpha Boro-Warren,AFSCME Co 73,Alpha Boro,Warren,01/01/1992,12/31/1993,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fc01b8f8deede2548525742d007354a3/$FILE/ATT9COFL/Alpha%20Boro%20and%20AFSCME%20Co%2073%201992.pdf
91,Alpha Boro-Warren,Alpha Police APA,Alpha Boro,Warren,01/01/1992,12/31/1993,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5f7bdec1e119208d8525742d00732164/$FILE/ATTX4Z69/Alpha%20Boro%20and%20Alpha%20Police%201992.pdf
92,Alpine Boro-Bergen,PBA Loc 350,Alpine Boro,Bergen,01/01/2011,12/31/2013,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5530deedba6f1cf5852578ea005986ad/$FILE/Alpine%20Boro%20and%20PBA%20Loc%20350%202011.pdf
93,Alpine Boro-Bergen,PBA Loc 350,Alpine Boro,Bergen,01/01/2005,12/31/2005,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/25f67be76be572db852570b4006d3aef/$FILE/Alpine%20Boro%20and%20PBA%20Loc%20350%202005.pdf
94,Alpine Boro-Bergen,PBA Loc 399,Alpine Boro,Bergen,01/01/2020,12/31/2022,Municipal,"Captains, Lieutenants, Police Officers, Sergeants",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8ba1db661084beed852586010049aa2b/$FILE/Alpine%20Boro%20and%20PBA%20Loc%20399%202020.pdf
95,Alpine Boro-Bergen,PBA Loc 399,Alpine Boro,Bergen,01/01/2017,12/31/2019,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/877d6987abba0552852580a40070d653/$FILE/Alpine%20and%20PBA%20Loc%20399%202017.pdf
96,Alpine Boro-Bergen,PBA Loc 399,Alpine Boro,Bergen,01/01/2014,12/31/2016,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/dbd31bef7ada1ec085257ce8005fe0e5/$FILE/Alpine%20Boro%20and%20PBA%20Loc%20399%202014.pdf
97,Andover Tp-Sussex,FOP Lodge 177,Andover Tp,Sussex,01/01/2012,12/31/2015,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d3a9ce9f2a6d8bd785257b36006763bf/$FILE/Andover%20Tp%20and%20FOP%20Lodge%20177%202012.pdf
98,Andover Tp-Sussex,FOP Lodge 177,Andover Tp,Sussex,01/01/2005,12/31/2007,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b5d83bbb9ca0ca25852570900065f827/$FILE/Andover%20Tp%20and%20%20FOP%20Lodge%20177%202005.pdf
99,Andover Tp-Sussex,FOP Lodge 26,Andover Tp,Sussex,01/01/1991,12/31/1992,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/3a3acbc1b230583f8525742c006f271e/$FILE/ATTBEP2E/Andover%20Tp%20and%20FOP%20Lodge%2026%201991.pdf
100,Andover Tp-Sussex,IUE Loc 427,Andover Tp,Sussex,01/01/1991,12/31/1993,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7582d3d18db014678525742c006efa45/$FILE/ATT9LWHO/Andover%20Tp%20and%20IUE%20Loc%20427%201991.pdf
101,Andover Tp-Sussex,IUE Loc 81427,Andover Tp,Sussex,01/01/2005,12/31/2007,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/83a12bf75ee9db05852570900066b193/$FILE/Andover%20Tp%20and%20IUE%20Loc%2081427%202005.pdf
102,Andover Tp-Sussex,Morris Co 6,Andover Tp,Sussex,01/01/2003,12/31/2004,Municipal,"Dispatchers, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/33cf39737cc34fb98525709000692e92/$FILE/Andover%20Tp%20and%20Morris%20Co%206%20Dispatchers%202003.pdf
103,Andover Tp-Sussex,Morris Co 6 NJCSA IFPTE,Andover Tp,Sussex,01/01/2000,12/31/2002,Municipal,White Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1e531d936ada00a78525782d006727b9/$FILE/Andover%20Tp%20and%20Morris%20Co%206%202000.pdf
104,Asbury Park-Monmouth,AFSCME Loc 2255,Asbury Park,Monmouth,01/01/2013,12/31/2017,Municipal,Professional Employees,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a38b29d13bc787e5852580880057caaa/$FILE/Asbury%20Park%20and%20AFSCME%20Loc%202255%202013.pdf
105,Asbury Park-Monmouth,AFSCME Loc 2255,Asbury Park,Monmouth,01/01/1998,12/31/2001,Municipal,"Professionals, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e2fb501f9e7329ec852571610070b080/$FILE/ATT30GS4/Asbury%20Park%20and%20AFSCME%202255%201998.pdf
106,Asbury Park-Monmouth,IAFF Loc 384,Asbury Park,Monmouth,01/01/2013,12/31/2017,Municipal,"Battalion Chiefs/EMT's, Captain/EMT's, Fire Prevention Specialists",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/808a4a583cf75c9d85257f0300628f00/$FILE/Asbury%20Park%20and%20IAFF%20Loc%20384%202013.pdf
107,Asbury Park-Monmouth,IAFF Loc 384,Asbury Park,Monmouth,01/01/1998,12/31/2003,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fc761a6dd62ebee6852571c300528327/$FILE/Asbury%20Park.pdf
108,Asbury Park-Monmouth,IAFF Loc 384,Asbury Park,Monmouth,01/01/1986,12/31/1987,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fcb4c100d6a4c2cc8525722d00693458/$FILE/ATTST65O/Asbury%20Park%20and%20IAFF%20Loc%20384%201986.pdf
109,Asbury Park-Monmouth,IAFF Loc 384,Asbury Park,Monmouth,01/01/1982,12/31/1983,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/16cca4855e8edb0085257217005a8067/$FILE/Asbury%20Park%20and%20IAFF%20Loc%20384%201982.pdf
110,Asbury Park-Monmouth,IAFF Loc 384,Asbury Park,Monmouth,01/01/1975,12/31/1976,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/108e90cfb42c873885257217005adce7/$FILE/Asbury%20Park%20and%20IAFF%20Loc%20384%201975.pdf
111,Asbury Park-Monmouth,IAFF Loc 384,Asbury Park,Monmouth,01/01/1972,12/31/1972,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a48827a8a767432e85257217005aab00/$FILE/Asbury%20Park%20and%20IAFF%20Loc%20384%201972.pdf
112,Asbury Park-Monmouth,IFPTE Loc 196,Asbury Park,Monmouth,01/01/2004,12/31/2007,Municipal,"Blue Collar, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1a4704e5c26e31fa852574e40065f2a9/$FILE/Asbury%20Park%20and%20IFPTE%20Loc%20196%202004.pdf
113,Asbury Park-Monmouth,IFPTE Loc 196,Asbury Park,Monmouth,01/01/1982,12/31/1983,Municipal,"Blue Collar, Other, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/999dcc09d49b9d43852571f0006e14cf/$FILE/Asbury%20Park%20and%20IFPTE%20Loc%20196%201982.pdf
114,Asbury Park-Monmouth,IFPTE Loc 196,Asbury Park,Monmouth,01/01/1976,12/31/1976,Municipal,"Blue Collar, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/74c13bd7619b58c6852571f0006e63e8/$FILE/Asbury%20Park%20and%20IFPTE%20Loc%20196%201976.pdf
115,Asbury Park-Monmouth,IFPTE Loc 196,Asbury Park,Monmouth,01/01/1975,12/31/1976,Municipal,"Blue Collar, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7324d86b2c4a1701852571f0006e8d2c/$FILE/Asbury%20Park%20and%20IFPTE%20Loc%20196%201976.pdf
116,Asbury Park-Monmouth,IFPTE Loc 196 Chpt 5,Asbury Park,Monmouth,01/01/2013,12/31/2017,Municipal,All Inclusive,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/37bb8f0c270af6da85257f03006311d8/$FILE/Asbury%20Park%20and%20IFPTE%20Ch%205%20Loc%20196%202013.pdf
117,Asbury Park-Monmouth,IFPTE Loc 196 Chpt 5,Asbury Park,Monmouth,01/01/1998,12/31/2001,Municipal,"Blue Collar, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/db59df5f5e274d27852571610071ad9a/$FILE/ATTJVLXK/Asbury%20Park%20and%20IFPTE%20Loc%20196%20Chpt%205%201998.pdf
118,Asbury Park-Monmouth,IFPTE Loc 196 Chpt 5,Asbury Park,Monmouth,01/01/1986,12/31/1987,Municipal,Professionals,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1c3f9ebb83a27c7e852573370057945c/$FILE/ATTZM3R1/Asbury%20Park%20and%20IFPTE%20Loc%20196%20Chpt%205%201986.pdf
119,Asbury Park-Monmouth,Monmouth Co 9,Asbury Park,Monmouth,01/01/1975,12/31/1976,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8b1bcd5c3ab28a628525733700577333/$FILE/ATTCG19B/Asbury%20Park%20and%20Monmouth%20Co%209%201975.pdf
120,Asbury Park-Monmouth,PBA Loc 6,Asbury Park,Monmouth,01/01/2013,12/31/2017,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/90dbc769479c99b585257f030063588c/$FILE/Asbury%20Park%20and%20PBA%20Loc%206%202013.pdf
121,Asbury Park-Monmouth,PBA Loc 6,Asbury Park,Monmouth,01/01/1998,12/31/2001,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/ab73887a779f7308852571610072bec8/$FILE/ATTVAX3A/Asbury%20Park%20and%20PBA%20Loc%206%201998.pdf
122,Asbury Park-Monmouth,PBA Loc 6,Asbury Park,Monmouth,01/01/1988,12/31/1989,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a5aa7a22fec6cba18525731a0060236c/$FILE/ATTA5YNK/Asbury%20Park%20and%20PBA%20Loc%206%201988.pdf
123,Asbury Park-Monmouth,PBA Loc 6,Asbury Park,Monmouth,01/01/1986,12/31/1987,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/aadc83b0890e905c8525717e006b39e0/$FILE/ATTEIFLF/Asbury%20Park%20and%20PBA%20Loc%206%201986.pdf
124,Asbury Park-Monmouth,PBA Loc 6,Asbury Park,Monmouth,01/01/1982,12/31/1983,Municipal,"Police Officers, Police Superior Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b6209248531eb7c1852571ef006992e1/$FILE/Asbury%20Park%20and%20PBA%20Loc%206%201982.pdf
125,Asbury Park-Monmouth,PBA Loc 6,Asbury Park,Monmouth,01/01/1975,12/31/1976,Municipal,"Police Officers, Police Superior Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2d6c28add702d74d852571ef0069cb6b/$FILE/Asbury%20Park%20and%20PBA%20Loc%206%201975.pdf
126,Asbury Park-Monmouth,PBA Loc 6 (Superiors),Asbury Park,Monmouth,01/01/2013,12/31/2017,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5c17c163ce2307b685257f03006a9133/$FILE/Asbury%20Park%20and%20PBA%20Loc%206%20SOA%202013.pdf
127,Asbury Park-Monmouth,PBA Loc 6 (Superiors),Asbury Park,Monmouth,01/01/2008,12/31/2012,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5089399d9e81725c85257c8a00671f85/$FILE/Asbury%20Park%20and%20PBA%20Loc%206%20SOA%202008.pdf
128,Asbury Park-Monmouth,PSOA Loc 6,Asbury Park,Monmouth,01/01/1998,12/31/2001,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1468574b481cfa258525716100720e35/$FILE/ATT5YYI9/Asbury%20Park%20and%20PSOA%20Loc%206%201998.pdf
129,Asbury Park Library-Monmouth,Asbury Park Public Library Employee Assn. - Helen Bradley Loc No. 1878,Asbury Park Library,Monmouth,01/01/2012,12/31/2014,Municipal,Librarians,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/4917d5e8b7a726d885257a610060840b/$FILE/Asbury%20Park%20Library%20and%20Asbury%20Park%20Public%20Library%20Assn%20Helen%20Bradley%20Loc%201878%202012.pdf
130,Atlantic City-Atlantic,AFSCME Co 71 Loc 1210 MOA,Atlantic City,Atlantic,05/19/2017,12/31/2021,Municipal,"Lieutenants, Life Guards, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f24714df5ed72e26852581e9005206b0/$FILE/AC%20and%20AFSCME%20Loc%201210%202017%20MOA.pdf
131,Atlantic City-Atlantic,AFSCME Co 71 Loc 2302,Atlantic City,Atlantic,01/01/1992,12/31/1994,Municipal,White Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d01448809ce931b8852577610067ed0a/$FILE/ATT2XNDW/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202302%201992.pdf
132,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/2010,12/31/2014,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/ddde20cf02412bfe8525805d0052c5a8/$FILE/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202303%202010.pdf
133,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/2006,12/31/2009,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/6614bd90d76f6b5685257464005b6bc6/$FILE/Atlantic%20City%20and%20AFSCME%20Loc%202303%202006.pdf
134,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/2003,12/31/2005,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/4bac6a05b694ef36852572d60068a562/$FILE/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202303%202003.pdf
135,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/1992,12/31/1994,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b26184ddba9a98e68525746b0073d915/$FILE/ATTVUVS0/Atlantic%20Cty%20and%20AFSCME%20Co%2071%20Loc%202303%201991.pdf
136,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/1992,12/31/1992,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a102edab2fbd3da4852576470071d4fb/$FILE/ATTUHC9N/Atlantic%20City%20and%20%20AFSCME%20Co%2071%20Loc%202303%20%201992.pdf
137,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/1991,12/31/1994,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a2f210d138dae87f8525764900763bf4/$FILE/ATT7UIF3/Atlantic%20City%20and%20%20AFSCME%20Co%2071%20Loc%202303%20%201991.pdf
138,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/1988,12/31/1990,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1b3ac222028537d08525716a0060e821/$FILE/ATTYFY8G/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202303%201988.pdf
139,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303,Atlantic City,Atlantic,01/01/1985,12/31/1987,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/34341bfbbce571158525716a0060c8af/$FILE/ATTEJID1/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202303%201985.pdf
140,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303 C,Atlantic City,Atlantic,01/01/2004,12/31/2008,Municipal,Life Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2b0575edce46f4b68525746300546b56/$FILE/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202303C%202004.pdf
141,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303C,Atlantic City,Atlantic,01/01/2013,12/31/2014,Municipal,Life Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/71c4e708f27d2833852581b60065c6be/$FILE/Atlantic%20City%20and%20AFSCME%20Co%2071%20Loc%202303C%20Life%202013.pdf
142,Atlantic City-Atlantic,AFSCME Co 71 Loc 2303C MOA,Atlantic City,Atlantic,05/19/2017,12/31/2021,Municipal,Life Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9fab05a6030862e3852581e90051ca18/$FILE/AC%20and%20AFSCME%20Loc%202303C%20%20Imp%202017.pdf
143,Atlantic City-Atlantic,Alliance of AC Supv Employees,Atlantic City,Atlantic,01/01/2012,12/31/2014,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/3132aff40df40cac852581b6006533dd/$FILE/AC%20and%20Alliance%20of%20AC%20Supv%20Ees%202012.pdf
144,Atlantic City-Atlantic,Atlantic City Beach Patrol Benev Org,Atlantic City,Atlantic,01/01/1994,12/31/1996,Municipal,Life Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/534b2c5a33f277208525763a0060b3ea/$FILE/ATTXZN6M/Atlantic%20City-Atlantic%20%20Atlantic%20City%20Beach%20Patrol%20Benev%20Org%20%201994.pdf
145,Atlantic City-Atlantic,Atlantic City Beach Patrol Benev Org,Atlantic City,Atlantic,01/01/1990,12/31/1992,Municipal,Life Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/17fbf9acd22a58018525746b00737fc9/$FILE/ATT50O82/Atlantic%20City%20and%20%20Atlantic%20City%20Beach%20Patrol%20Benev%20Org%201990.pdf
146,Atlantic City-Atlantic,Atlantic City Beach Patrol Benev Org,Atlantic City,Atlantic,01/01/1985,12/31/1987,Municipal,Life Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/482a951ef1b357168525716a0066feb3/$FILE/ATTE16ZK/Atlantic%20Cty%20and%20Atlantic%20City%20Beach%20Patrol%20Benev%20Org%201985.pdf
147,Atlantic City-Atlantic,Atlantic City Housing & Urban Redevelopment Agency,Atlantic City,Atlantic,04/01/2015,03/31/2018,Municipal,Primary Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1e983a3275ac9b3285257ef80054bb8e/$FILE/Atlantic%20City%20and%20Atlantic%20City%20Housing%20&%20Urban%20Redvelopment%20Agency%202015.pdf
148,Atlantic City-Atlantic,Atlantic City Housing & Urban Redevelopment Agency,Atlantic City,Atlantic,04/01/2015,03/31/2018,Municipal,"Craft Employees, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5fb1ffdaa92e879d85257ef80055789b/$FILE/Atlantic%20City%20and%20Atlantic%20City%20Housing%20&%20Urban%20Redevelopment%20Agency%202015.pdf
149,Atlantic City-Atlantic,Atlantic City Housing & Urban Redevelopment Agency,Atlantic City,Atlantic,04/01/2015,03/31/2018,Municipal,Secondary Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/69bc6835ceaa401a85257ef800551fc5/$FILE/Atlantic%20City%20and%20Atlantic%20City%20Housing%20&%20Urban%20Redevelopment%20Agency%202015.pdf
150,Atlantic City-Atlantic,Atlantic City Inspect/Police,Atlantic City,Atlantic,01/01/1993,12/31/1993,Municipal,Other,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f7986ee86d153036852576420066d468/$FILE/ATT5IF7O/Atlantic%20Cty%20and%20%20Atlantic%20City%20InspectPolice%201993.pdf
151,Atlantic City-Atlantic,Atlantic City Inspect/Police,Atlantic City,Atlantic,01/01/1990,12/31/1992,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/68f875138e000dad8525746b0072339e/$FILE/ATTJ2Q9F/Atlantic%20Cty%20and%20%20Atlantic%20City%20InspectPolice%201990.pdf
