,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court,Consolidated with Docket Number(s),History,Filenames
419,IA-97-140,IA-97-140,Springfield Tp,Springfield PBA Loc 76/SOA,Union,"Sands, J",12/30/98,Conventional,Award Issued,,, ,IA-97-140 Supplemental Award Received 6/13/99; IA-97-140 Award Received on 12/30/1998,ia-97-140.pdf; ia-97-140-Orig.pdf
420,IA-98-001,IA-98-001,Trenton,PBA Loc 11,Mercer,"Scheinman, M",12/28/98,Conventional,Award Issued,,, ,IA-98-001 Award Received on 12/28/1998,ia-98-1.pdf
421,IA-97-007,IA-97-007,NJ/State (State Police),State Troopers Frat Assn, ,"Mastriani, J",12/17/98,Conventional,Award Issued,,, ,IA-97-007 Award Received on 12/17/1998,ia-97-7.pdf
422,IA-98-062,IA-98-062,Little Ferry Boro,PBA Loc 102,Bergen,"Weiss, E",12/14/98,Conventional,Award Issued,,, ,IA-98-062 Award Received on 12/14/1998,ia-98-62.pdf
423,IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",12/08/98,Conventional,Award Issued,,, ,"IA-97-001 Award Received on 12/08/1998; IA-97-001 Award Vacated and Remanded per Commission Decision, PERC 99-28 issued 09/25/98; IA-97-001 Award Received on 04/27/1998","ia-97-1.pdf; perc_99-28.pdf; ia-97-1,4-27-98.pdf"
424,IA-97-044,IA-97-044,Old Bridge Tp,PBA Loc 127,Middlesex,"Mastriani, J",12/07/98,Conventional,Award Issued,,, ,IA-97-044 Award Received on 12/07/1998,ia-97-44.pdf
425,IA-96-075,IA-96-075,Secaucus,PBA Loc 84,Hudson,"Light, R",11/04/98,Conventional,Award Issued,,, ,IA-96-075 Award Received on 11/04/1998,ia-96-75.pdf
426,IA-98-114,IA-98-114,N Brunswick Tp,PBA Loc 160,Middlesex,"Mastriani, J",11/04/98,Conventional,Award Issued,,, ,IA-98-114 Appeal Withdrawn 11/25/98; IA-98-114 Award Received on 11/04/1998,ia-98-114.pdf
427,IA-96-088,IA-96-088,Avon-by-the-Sea Boro,PBA Loc 50,Monmouth,"Mastriani, J",09/25/98,Conventional,Award Issued,,, ,IA-96-088 Award Received on 09/25/1998,ia-96-88.pdf
428,IA-97-055,IA-97-055,Logan Tp,PBA Loc 122,Gloucester,"Brent, D",09/11/98,Conventional,Award Issued,,, ,IA-97-055 Award Received on 09/11/1998,ia-97-55.pdf
429,IA-97-058,IA-97-058,Teaneck Tp,FMBA Loc 242 (Fire Offrs),Bergen,"Buchheit, S",09/08/98,Conventional,Award Issued,,, ,IA-97-058 Award Received on 09/08/1998,ia-97-58.pdf
430,IA-97-084,IA-97-084 & IA-97-073,N Plainfield Boro,PBA Loc 85 (Superiors),Somerset,"Scheinman, M",08/26/98,Conventional,Award Issued,,,IA-97-073,IA-97-084 & IA-97-073 Award Received on 08/26/1998,ia-97-84.pdf
431,IA-97-073,IA-97-073 & IA-97-084,N Plainfield Boro,PBA Loc 85,Somerset,"Scheinman, M",08/26/98,Conventional,Award Issued,,,IA-97-084,IA-97-073 & IA-97-084 Award Received on 08/26/1998,ia-97-73.pdf
432,IA-97-085,IA-97-085,E Orange,FMBA Loc 23,Essex,"Scheinman, M",08/25/98,Conventional,Award Issued,,, ,IA-97-085 Award Received on 08/25/1998,ia-97-85.pdf
433,IA-96-132,IA-96-132,Plainfield,FMBA Loc 7,Union,"Light, R",08/24/98,Conventional,Award Issued,,, ,IA-96-132 Award Received on 08/24/1998,ia-96-132.pdf
434,IA-97-029,IA-97-029,Sussex Cty,PBA Loc 138 (Jail Unit),Sussex,"Weiss, E",07/29/98,Conventional,Award Issued,,, ,IA-97-029 Award Received on 07/29/1998,ia-97-29.pdf
435,IA-97-093,IA-97-093,Leonia Boro,PBA Loc 86,Bergen,"Tillem, J",07/16/98,Conventional,Award Issued,,, ,IA-97-093 Award Received on 07/16/1998,ia-97-93.pdf
436,IA-97-052,IA-97-052,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Weiss, E",06/30/98,Conventional,Award Issued,,, ,IA-97-052 Award Received on 06/30/1998,ia-97-52.pdf
437,IA-97-123,IA-97-123,Somerset Cty Prosecutor's Office,PBA Loc 307,Somerset,"Mastriani, J",06/24/98,Conventional,Award Issued,,, ,IA-97-123 Award Received on 06/24/1998,ia-97-123.pdf
438,IA-97-061,IA-97-061,Pt Pleasant Boro,Pt Pleasant Boro Capt/Lts Assn,Ocean,"Mastriani, J",06/24/98,Conventional,Award Issued,,, ,IA-97-061 Award Received on 06/24/1998,ia-97-61.pdf
439,IA-97-039,IA-97-039,Piscataway Tp,PBA Loc 93,Middlesex,"Scheinman, M",06/22/98,Conventional,Award Issued,,, ,IA-97-039 Award Received on 06/22/1998,ia-97-39.pdf
440,IA-97-131,IA-97-131,Paramus Boro,PBA Loc 186,Bergen,"Hammer, L",06/01/98,Conventional,Award Issued,,, ,IA-97-131 Award Received on 06/01/1998,ia-97-131.pdf
441,IA-98-005,IA-98-005,National Park Boro,PBA Loc 122,Gloucester,"Tener, J",05/28/98,Conventional,Award Issued,,, ,IA-98-005 Award Received on 05/28/1998,ia-98-5.pdf
442,IA-97-046,IA-97-046,Madison Boro,PBA Loc 92,Morris,"Weisblatt, J",05/11/98,Conventional,Award Issued,,, ,IA-97-046 Award Received on 05/11/1998,ia-97-46.pdf
443,IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",05/04/98,Conventional,Award Issued,,, ,"IA-97-121 Appeal Withdrawn - Case Resolved by Parties after Award Issued 07/30/98; IA-97-121 Award Received on 05/04/1998; IA-97-121 Award Vacated and Remanded per Commission Decision, PERC 98-107 issued 02/27/98; IA-97-121 Award Received on 10/17/1997","ia-97-121.pdf; perc_98-107.pdf; ia-97-121,10-17-97.pdf"
444,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",05/01/98,Conventional,"Award Vacated Consolidated with IA-98-059 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 8/20/98",,,IA-98-059,"IA-97-008 & IA-98-059 Award Received on 12/15/1999; IA-97-008 Award Vacated, Consolidated with IA-97-008 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 08/20/98; IA-97-008 Award Received on 05/01/1998; IA-97-008 Award Vacated and Remanded per Commission Decision, PERC 98-104 issued 01/30/98; IA-97-008 Award Received on 09/15/1997",ia-98-59.pdf; perc_99-20.pdf; ia-97-8.pdf; perc_98-104.pdf; ia-97-8_1.pdf
445,IA-96-118,IA-96-118,Lakewood Tp,PBA Loc 71,Ocean,"Light, R",04/28/98,Conventional,Award Issued,,, ,IA-96-118 Award Received on 04/28/1998,ia-96-118.pdf
446,IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",04/27/98,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 99-28 issued 09/25/98",,, ,"IA-97-001 Award Received on 12/08/1998; IA-97-001 Award Vacated and Remanded per Commission Decision, PERC 99-28 issued 09/25/98; IA-97-001 Award Received on 04/27/1998","ia-97-1.pdf; perc_99-28.pdf; ia-97-1,4-27-98.pdf"
447,IA-97-056,IA-97-056,Fairview Boro,PBA Loc 45,Bergen,"Weiss, E",04/27/98,Conventional,Award Issued,,, ,IA-97-056 Award Received on 04/27/1998,ia-97-56.pdf
448,IA-96-071,IA-96-071,Edison Tp,IAFF Loc 1197,Middlesex,"Pierson, J",04/23/98,Conventional,Award Issued,,, ,IA-96-071 Award Received on 04/23/1998,ia-96-71.pdf
449,IA-97-041,IA-97-041 & IA-97-72,Rutgers University,FOP Lodge 62A (SOA), ,"Sands, J",04/21/98,Conventional,"Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98",,,IA-97-72,"IA-97-041 Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98; IA-97-041 & IA-97-72 Award Received on 04/21/1998",perc_99-11.pdf; ia-97-41.pdf
450,IA-97-072,IA-97-072 & IA-97-41,Rutgers University,FOP, ,"Sands, J",04/21/98,Conventional,"Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98",,,IA-97-041,"IA-97-072 Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98; IA-97-072 & IA-97-41 Award Received on 04/21/1998",perc_99-11.pdf; ia-97-72.pdf
451,IA-97-066,IA-97-066,Garfield,PBA Loc 46,Bergen,"Weiss, E",03/26/98,Conventional,Award Issued,,, ,IA-97-066 Appeal Withdrawn 05/20/98; IA-97-066 Award Received on 03/26/1998,ia-97-66.pdf
452,IA-96-002,IA-96-002,Essex Cty Prosecutor's Office,Essex Cty Pros Det/Invest Assn,Essex,"Light, R",03/19/98,Fair and Final - Mgmt,Award Issued,,, ,IA-96-002 Award Received on 03/19/1998,ia-96-2.pdf
453,IA-97-028,IA-97-028,Carteret Boro,PBA Loc 47,Middlesex,"Tener, J",03/10/98,Conventional,Award Issued,,, ,IA-97-028 Award Received on 03/10/1998,ia-97-28.pdf
454,IA-96-121,IA-96-121,Montgomery Tp,PBA Loc 355 (Superiors),Somerset,"Zausner, B",02/23/98,Conventional,Award Issued,,, ,IA-96-121 Award Received on 02/23/1998,ia-96-121.pdf
455,IA-96-119,IA-96-119,Woodbridge Tp,PBA Loc 38,Middlesex,"Mastriani, J",02/17/98,Fair and Final - Labor,Award Issued,,, ,IA-96-119 Award Received on 02/17/1998,ia-96-119.pdf
456,IA-97-107,IA-97-107,Pennsauken Tp,FOP Lodge 3,Camden,"Mastriani, J",02/11/98,Conventional,Award Issued,,, ,IA-97-107 Award Received on 02/11/1998,ia-97-107.pdf
457,IA-97-020,IA-97-020,River Edge Boro,PBA Loc 201,Bergen,"Kurtzman, C",02/09/98,Conventional,Award Issued,,, ,IA-97-020 Award Received on 02/09/1998,ia-97-20.pdf
458,IA-96-169,IA-96-169,New Providence Boro,PBA Loc 132,Union,"Zausner, B",01/08/98,Conventional,Award Issued,,, ,IA-96-169 Award Received on 01/08/1998,ia-96-169.pdf
459,IA-97-027,IA-97-027,Gloucester Tp,Gloucester Tp Police Assn,Camden,"Hammer, L",01/05/98,Conventional,Award Issued,,, ,IA-97-027 Award Received on 01/05/1998,ia-97-27.pdf
460,IA-96-133,IA-96-133,Fort Lee Boro,PBA Loc 245,Bergen,"Zausner, B",01/02/98,Conventional,Award Issued,,, ,IA-96-133 Award Received on 01/02/1998,ia-96-133.pdf
461,IA-97-120,IA-97-120,Sea Girt Boro,PBA Loc 50,Monmouth,"Pierson, J",12/24/97,Conventional,Award Issued,,, ,IA-97-120 Award Received on 12/24/1997,ia-97-120.pdf
462,IA-97-070,IA-97-070,Fairfield Tp,PBA Loc 81,Essex,"Mastriani, J",12/24/97,Conventional,Award Issued,,, ,IA-97-070 Award Received on 12/24/1997,ia-97-70.pdf
463,IA-96-040,IA-96-040,Surf City Boro,PBA Loc 175,Ocean,"Pierson, J",12/09/97,Conventional,Award Issued,,, ,IA-96-040 Award Received on 12/09/1997,ia-96-40.pdf
464,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",12/08/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98",,, ,"IA-95-071 Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98; IA-95-071 Award Received on 12/08/1997; IA-95-071 Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97; IA-95-071 Award Received on 03/12/1997","perc_98-123.pdf; ia-95-71.pdf; perc_98-27.pdf; ia-95-71,3-12-97.pdf"
465,IA-97-069,IA-97-069,Somerville Boro,PBA Loc 147,Somerset,"Tener, J",12/05/97,Conventional,Award Issued,,, ,IA-97-069 Award Received on 12/05/1997,ia-97-69.pdf
466,IA-96-109,IA-96-109,S Hackensack Tp,PBA Loc 102,Bergen,"Kurtzman, C",12/01/97,Conventional,Award Issued,,, ,IA-96-109 Award Received on 12/01/1997,ia-96-109.pdf
467,IA-96-045,IA-96-045,W New York,PBA Loc 361,Hudson,"Brent, D",11/25/97,Conventional,Award Issued,,, ,IA-96-045 Award Received on 11/25/1997,ia-96-45.pdf
468,IA-97-018,IA-97-018,Morris Cty Prosecutor's Office,PBA Loc 327,Morris,"Tener, J",11/05/97,Conventional,Award Issued,,, ,IA-97-018 Award Received on 11/05/1997,ia-97-18.pdf
469,IA-95-049,IA-95-049,Passaic,PBA Loc 14,Passaic,"Kurtzman, C",11/03/97,Fair and Final - Labor,Award Issued,,, ,IA-95-049 Award Received on 11/03/1997,ia-95-49.pdf
470,IA-96-149,IA-96-149 & IA-96-148,Plainfield,PBA Loc 19 (Superiors),Union,"Zausner, B",10/27/97,Conventional,Award Issued,,,IA-96-148,IA-96-149 & IA-96-148 Award Received on 10/27/1997,ia-96-149.pdf
471,IA-96-148,IA-96-148 & IA-96-149,Plainfield,PBA Loc 19,Union,"Zausner, B",10/27/97,Conventional,Award Issued,,,IA-96-149,IA-96-148 & IA-96-149 Award Received on 10/27/1997,ia-96-148.pdf
472,IA-97-016,IA-97-016,Middlesex Cty (Corrections),PBA Loc 152,Middlesex,"Glasson, R",10/27/97,Conventional,Award Issued,,, ,IA-97-016 Award Received on 10/27/1997,ia-97-16.pdf
473,IA-96-107,IA-96-107,N Bergen Tp,IAFF Loc 1387,Hudson,"Tener, J",10/21/97,Conventional,Award Issued,,, ,IA-96-107 Award Received on 10/21/1997,ia-96-107.pdf
474,IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",10/17/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-107 issued 02/27/97",,, ,"IA-97-121 Appeal Withdrawn - Case Resolved by Parties after Award Issued 07/30/98; IA-97-121 Award Received on 05/04/1998; IA-97-121 Award Vacated and Remanded per Commission Decision, PERC 98-107 issued 02/27/98; IA-97-121 Award Received on 10/17/1997","ia-97-121.pdf; perc_98-107.pdf; ia-97-121,10-17-97.pdf"
475,IA-97-067,IA-97-067,Salem Cty,Salem Cty Correction Offrs Assn,Salem,"Mastriani, J",10/17/97,Conventional,Award Issued,,, ,IA-97-067 Award Received on 10/17/1997,ia-97-67.pdf
476,IA-96-159,IA-96-159,Lawrence Tp,PBA Loc 119,Mercer,"Light, R",10/15/97,Conventional,Award Issued,,, ,IA-96-159 Award Received on 10/15/1997,ia-96-159.pdf
477,IA-96-138,IA-96-138,Cliffside Park Boro,PBA Loc 96,Bergen,"Kurtzman, C",09/22/97,Conventional,Award Issued,,, ,IA-96-138 Award Received on 09/22/1997,ia-96-138.pdf
478,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",09/15/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-104 Issued 1/30/98",,,IA-98-059,"IA-97-008 & IA-98-059 Award Received on 12/15/1999; IA-97-008 Award Vacated, Consolidated with IA-97-008 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 08/20/98; IA-97-008 Award Received on 05/01/1998; IA-97-008 Award Vacated and Remanded per Commission Decision, PERC 98-104 issued 01/30/98; IA-97-008 Award Received on 09/15/1997",ia-98-59.pdf; perc_99-20.pdf; ia-97-8.pdf; perc_98-104.pdf; ia-97-8_1.pdf
479,IA-97-034,IA-97-034,Jersey City,IAFF Loc 1066,Hudson,"Pierson, J",08/22/97,Conventional,Award Issued,,, ,IA-97-034 Award Received on 08/22/1997,ia-97-34.pdf
480,IA-96-024,IA-96-024,Passaic,Passaic Fire Offrs Assn,Passaic,"Tener, J",07/31/97,Conventional,Award Issued,,, ,IA-96-024 Award Received on 07/31/1997,ia-96-24.pdf
481,IA-96-178,IA-96-178,Hudson Cty Prosecutor's Office,PBA Loc 232,Hudson,"Begin, J",07/28/97,Conventional," Award Affirmed per Commission Decision, PERC 98-88 issued 12/19/97",,, ,"IA-96-178 Award Affirmed per Commission Decision, PERC 98-88 issued 12/19/97; IA-96-178 Award Received on 07/28/1997",perc_98-88.pdf; ia-96-178.pdf
482,IA-96-100,IA-96-100,Bergen Cty Prosecutor's Office,PBA Loc 221,Bergen,"Light, R",07/22/97,Conventional,Award Issued,,, ,IA-96-100 Award Received on 07/22/1997,ia-96-100.pdf
483,IA-96-032,IA-96-032,Union Cty Prosecutor's Office,PBA Loc 250 (Superiors),Union,"Light, R",06/20/97,Conventional,Award Issued,,, ,IA-96-032 Award Received on 06/20/1997,ia-96-32.pdf
484,IA-97-013,IA-97-013,Westhampton Tp,FOP Lodge 147,Burlington,"Hammer, L",06/13/97,Conventional,Award Issued,,, ,IA-97-013 Award Received on 06/13/1997,ia-97-13.pdf
485,IA-96-113,IA-96-113,Newton,PBA Loc 138 SOA,Sussex,"Weiss, E",06/11/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-47 issued 10/30/97",,, ,"IA-96-113 Award Affirmed per Commission Decision, PERC 98-47 issued 10/30/97; IA-96-113 Award Received on 06/11/1997",perc_98-47.pdf; ia-96-113.pdf
486,IA-96-115,IA-96-115,Middlesex Cty,PBA Loc 156,Middlesex,"Kurtzman, C",06/11/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-46 issued 10/30/97",,, ,"IA-96-115 Award Affirmed per Commission Decision, PERC 98-46 issued 10/30/97; IA-96-115 Award Received on 06/11/1997",perc_98-46.pdf; ia-96-115.pdf
487,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",06/10/97,Conventional,Award Issued,,, ,"IA-96-102 Award Received on 06/10/1997; IA-96-102 Award Vacated and Remanded per Commission Decision, PERC 97-97 issued 02/28/97; IA-96-102 Award Received on 11/19/1996",ia-96-102.pdf; perc_97-97.pdf; ia-96-102_11-19.pdf
488,IA-96-058,IA-96-058 & IA-96-059,Bernards Tp,PBA Loc 357 (Superiors),Somerset,"Zausner, B",04/30/97,Conventional,Award Issued,,,IA-96-059,IA-96-058 & IA-96-059 Award Received on 04/30/1997,ia-96-58.pdf
489,IA-96-059,IA-96-059 & IA-96-058,Bernards Tp,PBA Loc 357,Somerset,"Zausner, B",04/30/97,Conventional,Award Issued,,, ,IA-96-059 & IA-96-058 Award Received on 04/30/1997,ia-96-59.pdf
490,IA-96-128,IA-96-128,W Caldwell Tp,PBA Loc 81,Essex,"Mason, F",04/10/97,Conventional,Award Issued,,, ,IA-96-128 Award Received on 04/10/1997,ia-96-128.pdf
491,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",03/12/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97",,, ,"IA-95-071 Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98; IA-95-071 Award Received on 12/08/1997; IA-95-071 Award Vacated and Remanded per Commission Decision, PERC 98-27 issued 08/29/97; IA-95-071 Award Received on 03/12/1997","perc_98-123.pdf; ia-95-71.pdf; perc_98-27.pdf; ia-95-71,3-12-97.pdf"
492,IA-96-099,IA-96-099,Rutherford Boro,PBA Loc 300,Bergen,"Mason, F",03/06/97,Conventional,Award Issued,,, ,IA-96-099 Award Received on 03/06/1997,ia-96-99.pdf
493,IA-96-079,IA-96-079 & IA-96-073,Cranford Tp,FMBA Loc 37/FSOA,Union,"Tener, J",02/10/97,Conventional,Award Issued,,,IA-96-73,IA-96-079 & IA-96-073 Award Received on 02/10/1997,ia-96-79.pdf
494,IA-96-073,IA-96-073 & IA-96-079,Cranford Tp,PBA Loc 52/SOA,Union,"Tener, J",02/10/97,Conventional,Award Issued,,,IA-96-079,IA-96-073 & IA-96-079 Award Received on 02/10/1997,ia-96-73.pdf
495,IA-96-013,IA-96-013,NJ/State,NJ State PBA SLEC, ,"Pierson, J",02/04/97,Conventional,Award Issued,,, ,IA-96-013 Award Received on 02/04/1997,ia-96-13.pdf
496,IA-95-139,IA-95-139,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Weisblatt, J",02/03/97,Fair and Final - Mgmt,Award Issued,,, ,IA-95-139 Award Received on 02/03/1997,ia-95-139.pdf
497,IA-95-143,IA-95-143,Emerson Boro,PBA Loc 206,Bergen,"Hussey, D",01/28/97,Conventional,Award Issued,,, ,IA-95-143 Award Received on 01/28/1997,ia-95-143.pdf
498,IA-96-025,IA-96-025,Hudson Cty Sheriff's Office,PBA Loc 334,Hudson,"Light, R",01/27/97,Conventional,Award Issued,,, ,IA-96-025 Award Received on 01/27/1997,ia-96-25.pdf
499,IA-96-134,IA-96-134,Hackettstown,PBA Loc 280,Warren,"Zausner, B",01/15/97,Conventional,Award Issued,,, ,IA-96-134 Award Received on 01/15/1997,ia-96-134.pdf
500,IA-96-030,IA-96-030,Far Hills Boro,PBA Loc 139,Somerset,"Tillem, J",01/10/97,Conventional,Award Issued,,, ,IA-96-030 Award Received on 01/10/1997,ia-96-30.pdf
501,IA-95-110,IA-95-110,Cherry Hill Tp,FOP Lodge 28,Camden,"Brent, ",12/10/96,Conventional,Case Resolved by Parties after Commission Decision,,, ,"IA-95-110 Case Resolved by Parties after Commission Decision; IA-95-110 Award Vacated and Remanded per Commission Decision, PERC 97-119 issued 04/25/97; IA-95-110 Award Received on 12/10/1996",perc_97-119.pdf; ia-95-110.pdf
502,IA-96-061,IA-96-061,Midland Park Boro,PBA Loc 79,Bergen,"Pierson, J",12/09/96,Conventional,Award Issued,,, ,IA-96-061 Award Received on 12/09/1996,ia-96-61.pdf
503,IA-96-102,IA-96-102,Stanhope Boro,PBA Loc 138,Sussex,"Hammer, L",11/19/96,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 97-97 issued 02/28/97",,, ,"IA-96-102 Award Received on 06/10/1997; IA-96-102 Award Vacated and Remanded per Commission Decision, PERC 97-97 issued 02/28/97; IA-96-102 Award Received on 11/19/1996",ia-96-102.pdf; perc_97-97.pdf; ia-96-102_11-19.pdf
504,IA-95-126,IA-95-126,Lakewood Tp,Lakewood Tp Police SOA,Ocean,"Light, R",10/30/96,Conventional,Award Issued,,, ,IA-95-126 Award Received on 10/30/1996,ia-95-126.pdf
505,IA-95-064,IA-95-064,Montgomery Tp,PBA Loc 130,Somerset,"Brent, D",10/22/96,Conventional,Award Issued,,, ,IA-95-064 Award Received on 10/22/1996,ia-95-64.pdf
506,IA-95-131,IA-95-131,Berkeley Hgts Tp,PBA Loc 144,Union,"Tillem, J",10/01/96,Conventional,Award Issued,,, ,IA-95-131 Award Received on 10/01/1996,ia-95-131.pdf
507,IA-95-026,IA-95-026,Tinton Falls Boro,PBA Loc 251,Monmouth,"Buchheit, S",08/26/96,Fair and Final - Mgmt,Award Issued,,, ,IA-95-026 Award Received on 08/26/1996,ia-95-26.pdf
508,IA-94-068,IA-94-068,Perth Amboy,PBA Loc 13,Middlesex,"DiCindio, W",08/14/96,Fair and Final - Labor,Award Issued,,, ,IA-94-068 Award Received on 08/14/1996,ia-94-68.pdf
509,IA-94-125,IA-94-125,Jersey City,Jersey City PSOA,Hudson,"Tener, J",08/08/96,Fair and Final - Labor,Award Issued,,, ,IA-94-125 Award Received on 08/08/1996,ia-94-125.pdf
510,IA-95-137,IA-95-137,Morris Plains Boro,PBA Loc 254,Morris,"Pierson, J",07/18/96,Conventional,Award Issued,,, ,IA-95-137 Award Received on 07/18/1996,ia-95-137.pdf
511,IA-95-120,IA-95-120,New Brunswick,FMBA Loc 17/FSOA,Union,"Sands, J",07/01/96,Conventional,Case Resolved by Parties After Award Issued,,, ,IA-95-120 Appeal Withdrawn - Case Resolved by Parties after Award Issued 09/11/97; IA-95-120 Award Received on 07/01/1996,ia-95-120.pdf
512,IA-95-119,IA-95-119 & IA-95-118,New Brunswick,PBA Loc 23A,Middlesex,"Scheinman, M",06/14/96,Conventional,Award Issued,,,IA-95-118,IA-95-119 & IA-95-118 Award Received on 06/14/1996,ia-95-119.pdf
513,IA-95-118,IA-95-118 & IA-95-119,New Brunswick,PBA Loc 23,Middlesex,"Scheinman, M",06/14/96,Conventional,Award Issued,,,IA-95-119,IA-95-118 & IA-95-119 Award Received on 06/14/1996,ia-95-118.pdf
514,IA-95-017,IA-95-017,Warren Cty,PBA Loc 302,Warren,"Hammer, L",05/13/96,Fair and Final - Labor,Award Issued,,, ,IA-95-017 Award Received on 05/13/1996,ia-95-17.pdf
515,IA-95-090,IA-95-090,Old Bridge Tp,FOP Lodge 22 SOA,Middlesex,"Light, R",05/09/96,Fair and Final - Mgmt,Award Issued,,, ,IA-95-090 Award Received on 05/09/1996,ia-95-90.pdf
516,IA-95-079,IA-95-079 & IA-95-073,Randolph Tp,FOP Lodge 25 SOA,Morris,"Light, R",04/19/96,Fair and Final - Mgmt,Award Issued,,,IA-95-073,IA-95-079 & IA-95-073 Award Received on 04/19/1996,ia-95-79.pdf
517,IA-95-073,IA-95-073 & IA-95-079,Randolph Tp,FOP Lodge 25,Morris,"Light, R",04/19/96,Fair and Final - Mgmt,Award Issued,,,IA-95-079,IA-95-073 & IA-95-079 Award Received on 04/19/1996,ia-95-73.pdf
518,IA-95-147,IA-95-147,Rahway,Rahway Fire SOA,Union,"Pierson, J",03/28/96,Fair and Final - Labor,Award Issued,,, ,IA-95-147 Award Received on 03/28/1996,ia-95-147.pdf
519,IA-95-035,IA-95-035,Hudson Cty,PBA Loc 51,Hudson,"Murray, M",03/19/96,Fair and Final - Labor,Award Issued,,, ,IA-95-035 Award Received on 03/19/1996,ia-95-35.pdf
520,IA-94-113,IA-94-113,Jersey City,Jersey City POBA,Hudson,"Tillem, J",03/13/96,Fair and Final - Mgmt,Award Issued,,, ,IA-94-113 Award Received on 03/13/1996,ia-94-113.pdf
521,IA-95-074,IA-95-074,Avalon Boro,PBA Loc 59,Cape May,"Weisblatt, J",02/27/96,Fair and Final - Mgmt,Award Issued,,, ,IA-95-074 Award Received on 02/27/1996,ia-95-74.pdf
522,IA-95-093,IA-95-093,Fair Haven Boro,PBA Loc 184,Monmouth,"Hammer, L",02/02/96,Fair and Final - Labor,Award Issued,,, ,IA-95-093 Award Received on 02/02/1996,ia-95-93.pdf
523,IA-95-087,IA-95-087,Ridgewood Village,Ridgewood Police SOA,Bergen,"Zausner, B",01/11/96,Fair and Final - Mgmt,Award Issued,,, ,IA-95-087 Award Received on 01/11/1996,ia-95-87.pdf
